run_id,wind_regime,qsat,q0ratio,qshift_ratio,lambda2_mean,lambda2_std,outflux_mode,dt,n_steps_run,n_dunes_final,mean_width_final,std_width_final,mean_asymmetry_final,calving_count,collision_count,merging_count,exchange_count,fragmentation_count,calving_rate,seed
run_4ece7dbd,unimodal,120.0,0.1,0.15,1.8,0.5,Duran,0.18502222222222225,2000,128,15.231579990016188,20.058833748380906,0.8648612140685554,2467,943,608,239,96,1.2335,980330
run_d24b2196,unimodal,120.0,0.25,0.0,1.8,0.0,Hersen,0.016866666666666672,2000,61,23.00040263440421,7.420471206842007,0.03565157106722072,447,14,8,3,3,0.2235,980330
run_3abd3a91,unimodal,120.0,0.25,0.0,1.8,0.0,Duran,0.016866666666666672,2000,3,15.451536506465644,1.2955829139222843,0.0013053515825270895,6,6,6,0,0,0.003,980330
run_45ded53c,unimodal,120.0,0.25,0.0,1.8,0.25,Hersen,0.016866666666666672,2000,67,23.76585600161094,10.577103189920503,0.07937160172879006,446,19,12,3,4,0.223,980330
run_a206303d,unimodal,120.0,0.25,0.0,1.8,0.25,Duran,0.016866666666666672,2000,4,20.26210692154483,2.882324209645811,0.00041103873551563355,9,2,2,0,0,0.0045,980330
run_1f2495ad,unimodal,120.0,0.25,0.0,1.8,0.5,Hersen,0.016866666666666672,2000,54,25.000836230459527,11.714983937700493,0.04663277382330406,660,115,112,3,0,0.33,980330
run_e64a6f03,unimodal,120.0,0.25,0.0,1.8,0.5,Duran,0.016866666666666672,2000,4,11.6779003100921,2.3124722315050015,0.25081931275260017,91,37,37,0,0,0.0455,980330
run_225c40e3,unimodal,120.0,0.25,0.1,1.8,0.0,Hersen,0.016866666666666672,2000,62,24.37358854844914,12.31620837713589,0.011694265965534724,205,23,15,8,0,0.1025,980330
run_ec380e9a,unimodal,120.0,0.25,0.1,1.8,0.0,Duran,0.016866666666666672,2000,2,7.606091127037888,1.8686399112062455,0.0069416066423370094,14,6,6,0,0,0.007,980330
run_2dacf9cd,unimodal,120.0,0.25,0.1,1.8,0.25,Hersen,0.016866666666666672,2000,63,25.795343549562197,13.767576202961273,0.020592734710485307,224,24,19,5,0,0.112,980330
run_44d8e258,unimodal,120.0,0.25,0.1,1.8,0.25,Duran,0.016866666666666672,2000,3,18.433797974116967,3.440929595040539,0.0012127342817822356,17,2,2,0,0,0.0085,980330
run_01df8724,unimodal,120.0,0.25,0.1,1.8,0.5,Hersen,0.016866666666666672,2000,61,22.76723248278815,7.356102159905237,0.01842803265516816,482,145,137,8,0,0.241,980330
run_8ebecc3e,unimodal,120.0,0.25,0.1,1.8,0.5,Duran,0.016866666666666672,2000,4,11.917771574349414,1.9521906962575748,0.10749060490047421,99,42,42,0,0,0.0495,980330
run_134d6202,unimodal,120.0,0.25,0.15,1.8,0.0,Hersen,0.016866666666666672,2000,61,23.468598328302335,5.591414792911766,0.012078471179200531,34,20,5,9,6,0.017,980330
run_4351e740,unimodal,120.0,0.25,0.15,1.8,0.0,Duran,0.016866666666666672,2000,3,13.74444671253517,1.4786341981959787,0.0015765729043329278,11,6,5,1,0,0.0055,980330
run_b76e9c6e,unimodal,120.0,0.25,0.15,1.8,0.25,Hersen,0.016866666666666672,2000,64,24.483067865080358,8.947538809355862,0.01993254049972409,103,15,4,9,2,0.0515,980330
run_50da433f,unimodal,120.0,0.25,0.15,1.8,0.25,Duran,0.016866666666666672,2000,5,15.843288415960211,5.270807325235407,0.0032646099855939427,10,2,2,0,0,0.005,980330
run_40aa6c82,unimodal,120.0,0.25,0.15,1.8,0.5,Hersen,0.016866666666666672,2000,60,23.68785480593346,12.680957309319568,0.035063174537066734,311,99,86,10,3,0.1555,980330
run_50ff96ec,unimodal,120.0,0.25,0.15,1.8,0.5,Duran,0.016866666666666672,2000,5,15.021032379268012,4.230046917454484,0.0932629852041798,95,42,42,0,0,0.0475,980330
